camis,dba,boro,building,street,zipcode,phone,inspection_date,critical_flag,record_date,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_sbqj_enih,:@computed_region_92fq_4b7q,cuisine_description,action,violation_code,violation_description,score,grade,grade_date,inspection_type
50113744,PAQ'S TAKE OUT,Manhattan,143,1 AVENUE,10003,2126742071,2024-03-05T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.72802081809,-73.984983581818,103,02,003800,1006380,1004500030,MN22,"{'type': 'Point', 'coordinates': [-73.984983581818, 40.72802081809]}",70,4,5,50,Mexican,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9,A,2024-03-05T00:00:00.000,Cycle Inspection / Re-inspection
50082395,LA GUARDIA CAFE,Queens,97-02,23 AVENUE,11369,7184580001,2025-07-09T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.76843154024,-73.8732393513,403,21,035700,4023825,4010910001,QN27,"{'type': 'Point', 'coordinates': [-73.8732393513, 40.76843154024]}",65,3,73,21,Latin American,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",28,,,Cycle Inspection / Initial Inspection
50164066,VINILE ITALIAN CHOPHOUSE,Manhattan,31,WEST   17 STREET,10011,6142842871,2026-01-16T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.738410545182,-73.993392752155,105,03,005400,1087262,1008190020,MN13,"{'type': 'Point', 'coordinates': [-73.993392752155, 40.738410545182]}",11,4,7,10,Italian,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,12,A,2026-01-16T00:00:00.000,Pre-permit (Operational) / Initial Inspection
50104848,TRES SABORES TAQUERIA,Queens,83-03,24 AVENUE,11370,7188990221,2025-05-08T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.764994665079,-73.885902561641,403,22,032900,4023527,4010780044,QN28,"{'type': 'Point', 'coordinates': [-73.885902561641, 40.764994665079]}",65,3,73,4,Mexican,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",19,B,2025-05-08T00:00:00.000,Cycle Inspection / Re-inspection
50006965,GYRO HUT,Brooklyn,1043,CONEY ISLAND AVENUE,11230,3476662857,2023-10-30T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,40.632232562156,-73.966746315296,314,45,046000,3121082,3052320060,BK42,"{'type': 'Point', 'coordinates': [-73.966746315296, 40.632232562156]}",60,2,43,26,Middle Eastern,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",,,,Trans Fat / Initial Inspection
50174350,ARABIQUE CAFE,Manhattan,299,3 AVENUE,10010,6462917721,2025-11-03T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.73872240976,-73.983209356179,106,02,006400,1082133,1009030057,MN21,"{'type': 'Point', 'coordinates': [-73.983209356179, 40.73872240976]}",71,4,7,50,Mediterranean,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",23,N,,Pre-permit (Operational) / Initial Inspection
50143698,MING WEI XUAN,Queens,40-52,MAIN STREET,11354,3476347856,2025-08-19T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.758441749858,-73.82959983144,407,20,087100,4114147,4050370063,QN22,"{'type': 'Point', 'coordinates': [-73.82959983144, 40.758441749858]}",22,3,67,3,Chinese,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",32,C,2025-08-19T00:00:00.000,Cycle Inspection / Re-inspection
50145274,"RENAISSANCE TIMES SQUARE, MANAGED BY MERRITT HOSPITALITY LLC",Manhattan,714,7 AVENUE,10036,2129700210,2025-12-03T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.759574523465,-73.984366401925,105,03,012500,1024757,1010197501,MN17,"{'type': 'Point', 'coordinates': [-73.984366401925, 40.759574523465]}",11,4,10,51,American,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,21,,,Cycle Inspection / Initial Inspection
50116155,SEPTEMBER,Brooklyn,83,SARATOGA AVENUE,11233,5086491703,2023-04-19T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.683919249546,-73.917381591577,316,41,037300,3040395,3015020011,BK79,"{'type': 'Point', 'coordinates': [-73.917381591577, 40.683919249546]}",55,2,46,17,Coffee/Tea,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",16,,,Cycle Inspection / Initial Inspection
50100817,ANRAL'S,Brooklyn,1626,PITKIN AVENUE,11212,7188854282,2023-04-24T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.669292032765,-73.913261476561,316,41,092400,3081006,3035190034,BK81,"{'type': 'Point', 'coordinates': [-73.913261476561, 40.669292032765]}",55,2,46,17,Caribbean,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",33,,,Cycle Inspection / Initial Inspection
50130076,SHIMIAODAO YUNNAN RICE NOODLE,Queens,59-14,KISSENA BOULEVARD,11355,9292007667,2024-11-12T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.740471200019,-73.815056134018,407,20,083700,4141486,4064400016,QN62,"{'type': 'Point', 'coordinates': [-73.815056134018, 40.740471200019]}",22,3,67,3,Chinese,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2,A,2024-11-12T00:00:00.000,Cycle Inspection / Re-inspection
50133823,LIFESTYLE 1104 JUICE BAR,Bronx,6,EAST  167 STREET,10452,7184962081,2026-02-27T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.83600690786,-73.922121306979,204,16,019700,2003026,2024960052,BX63,"{'type': 'Point', 'coordinates': [-73.922121306979, 40.83600690786]}",50,5,27,42,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,04P,"Food containing a prohibited substance held, kept, offered, prepared, processed, packaged, or served.",19,,,Cycle Inspection / Initial Inspection
50077826,TELEGRAPHE CAFE,Manhattan,107,WEST   18 STREET,10011,2124885810,2023-05-19T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.740093189528,-73.995561375817,104,03,008700,1014718,1007940030,MN13,"{'type': 'Point', 'coordinates': [-73.995561375817, 40.740093189528]}",12,4,7,10,Coffee/Tea,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,23,,,Cycle Inspection / Initial Inspection
50107913,POPEYES LOUISIANA CHICKEN,Brooklyn,7123,FORT HAMILTON PARKWAY,11228,7188368868,2024-10-28T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.627567683963,-74.01378327932,310,38,020600,3147023,3059020001,BK30,"{'type': 'Point', 'coordinates': [-74.01378327932, 40.627567683963]}",10,2,41,44,Chicken,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,22,,,Cycle Inspection / Initial Inspection
50149263,RUSTIK,Brooklyn,141,FLUSHING AVENUE,11205,7182338872,2024-12-18T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.697850374105,-73.970986976064,302,33,054300,3335143,3020230001,BK99,"{'type': 'Point', 'coordinates': [-73.970986976064, 40.697850374105]}",68,2,55,38,American,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",11,A,2024-12-18T00:00:00.000,Pre-permit (Operational) / Initial Inspection
40890407,CEA LO CAFE,Bronx,1003,SOUNDVIEW AVENUE,10472,7186200337,2022-03-21T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.824997183088,-73.869937054153,209,18,004400,2098846,2037220001,BX55,"{'type': 'Point', 'coordinates': [-73.869937054153, 40.824997183088]}",58,5,26,31,Soul Food,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,17,,,Cycle Inspection / Initial Inspection
41607795,HO'BRAH,Brooklyn,8618,3 AVENUE,11209,7186808226,2023-04-04T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.623252221035,-74.03115265683,310,43,006000,3153439,3060430045,BK31,"{'type': 'Point', 'coordinates': [-74.03115265683, 40.623252221035]}",10,2,41,44,Mexican,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",11,A,2023-04-04T00:00:00.000,Cycle Inspection / Re-inspection
50051269,MARTHA'S COUNTRY BAKERY,Brooklyn,263,BEDFORD AVENUE,11211,7185990900,2025-06-26T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.71494177619,-73.960803396652,301,34,055300,3399916,3023660001,BK73,"{'type': 'Point', 'coordinates': [-73.960803396652, 40.71494177619]}",36,2,56,30,Bakery Products/Desserts,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",81,,,Cycle Inspection / Initial Inspection
41525768,THE WEST,Brooklyn,379,UNION AVENUE,11211,7185991704,2025-09-03T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.711896922377,-73.951282435248,301,34,051300,3062553,3023750024,BK73,"{'type': 'Point', 'coordinates': [-73.951282435248, 40.711896922377]}",36,2,56,30,Coffee/Tea,Violations were cited in the following area(s).,04O,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,25,,,Cycle Inspection / Initial Inspection
41110219,MBJ FOOD SERVICE,Queens,29-10,THOMPSON AVENUE,11101,7184825952,2019-10-15T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.745209013747,-73.937601841948,402,26,000100,4003516,4002730001,QN31,"{'type': 'Point', 'coordinates': [-73.937601841948, 40.745209013747]}",53,3,66,33,American,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,47,,,Cycle Inspection / Initial Inspection
50170478,DAR525,Brooklyn,231,MALCOLM X BOULEVARD,11221,3473060847,2025-12-11T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.68494562554,-73.929452007903,303,36,038300,3045856,3016570001,BK35,"{'type': 'Point', 'coordinates': [-73.929452007903, 40.68494562554]}",69,2,52,49,Mediterranean,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",18,N,,Pre-permit (Operational) / Initial Inspection
50059215,LA BELLA PIZZERIA,Queens,47-06,GREENPOINT AVENUE,11104,7183928236,2025-05-05T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.742550495224,-73.917676700201,402,26,023500,4001514,4001510029,QN31,"{'type': 'Point', 'coordinates': [-73.917676700201, 40.742550495224]}",53,3,66,33,Pizza,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,16,B,2025-05-05T00:00:00.000,Cycle Inspection / Re-inspection
50164890,EL QUETZALITO,Brooklyn,4604,7 AVENUE,11220,3476892613,2025-10-17T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.644586103742,-74.003693538571,307,38,009600,3011990,3007580039,BK34,"{'type': 'Point', 'coordinates': [-74.003693538571, 40.644586103742]}",9,2,45,7,Latin American,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",36,C,2025-10-17T00:00:00.000,Pre-permit (Operational) / Re-inspection
41696014,NOISETTE,Queens,24-21,STEINWAY STREET,11103,7184409001,2025-08-27T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.768601627952,-73.911131591188,401,22,014100,4011502,4006860008,QN70,"{'type': 'Point', 'coordinates': [-73.911131591188, 40.768601627952]}",39,3,72,4,French,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,63,,,Cycle Inspection / Initial Inspection
41360136,BUTTERFIELD KITCHEN,Manhattan,346,EAST   92 STREET,10128,2127728782,2022-12-02T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.781197899933,-73.947830092015,108,05,015400,1050222,1015540031,MN32,"{'type': 'Point', 'coordinates': [-73.947830092015, 40.781197899933]}",23,4,11,1,American,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,18,B,2022-12-02T00:00:00.000,Cycle Inspection / Re-inspection
50124726,TSAOCAA,Queens,42-14,BELL BOULEVARD,11361,7188198878,2024-01-31T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.762359628989,-73.770384486001,411,19,146700,4138224,4062840131,QN46,"{'type': 'Point', 'coordinates': [-73.770384486001, 40.762359628989]}",26,3,69,20,Asian/Asian Fusion,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",33,,,Cycle Inspection / Initial Inspection
50142781,SHAD RESTAURANT,Queens,167-09,HILLSIDE AVENUE,11432,5169206317,2024-04-12T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.709806216726,-73.795436499005,408,24,045400,4210476,4098390006,QN35,"{'type': 'Point', 'coordinates': [-73.795436499005, 40.709806216726]}",25,3,65,24,Bangladeshi,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",13,A,2024-04-12T00:00:00.000,Pre-permit (Operational) / Re-inspection
50150513,NO. 9 FRIED BUN/DELI,Brooklyn,808,57 STREET,11220,9172700011,2024-10-02T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.636906029491,-74.007335781192,312,43,010400,3140168,3056930010,BK34,"{'type': 'Point', 'coordinates': [-74.007335781192, 40.636906029491]}",2,2,39,7,Chinese,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",29,,,Pre-permit (Operational) / Initial Inspection
50109807,DUNKIN',Manhattan,1602,2 AVENUE,10028,6463812422,2022-12-15T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.776056484666,-73.953051444628,108,05,013800,1049916,1015460001,MN32,"{'type': 'Point', 'coordinates': [-73.953051444628, 40.776056484666]}",23,4,11,1,Donuts,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7,A,2022-12-15T00:00:00.000,Cycle Inspection / Initial Inspection
50148427,SWEET CATS ARCADE,Manhattan,21,EAST   17 STREET,10003,9292183130,2025-03-12T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.737342655662,-73.990827223478,105,03,005200,1016120,1008460016,MN13,"{'type': 'Point', 'coordinates': [-73.990827223478, 40.737342655662]}",11,4,7,50,Coffee/Tea,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,125,,,Pre-permit (Operational) / Initial Inspection
50090875,DUNKIN' / BASKIN ROBBINS,Brooklyn,1621,AVENUE U,11229,7189752565,2025-12-31T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.598970063379,-73.955196593208,315,48,058000,3198174,3073210040,BK44,"{'type': 'Point', 'coordinates': [-73.955196593208, 40.598970063379]}",32,2,36,15,Donuts,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,34,,,Cycle Inspection / Initial Inspection
50005258,DUNKIN,Queens,79-27,MAIN STREET,11367,7189693439,2025-03-28T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.718363186097,-73.817469784754,408,24,077904,4144378,4066720001,QN37,"{'type': 'Point', 'coordinates': [-73.817469784754, 40.718363186097]}",25,3,65,24,Donuts,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12,A,2025-03-28T00:00:00.000,Cycle Inspection / Initial Inspection
50181630,amah foods,Brooklyn,338,HAMILTON AVENUE,11231,8184390588,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.674526208944,-74.000320851779,306,38,005300,3008518,3005520017,BK33,"{'type': 'Point', 'coordinates': [-74.000320851779, 40.674526208944]}",14,2,48,7,,,,,,,,
50115418,BIRD DOG,Manhattan,525,HUDSON STREET,10014,6469921459,2024-02-01T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.734051879716,-74.006253199687,102,03,007500,1078244,1006310046,MN23,"{'type': 'Point', 'coordinates': [-74.006253199687, 40.734051879716]}",57,4,3,10,Italian,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",16,,,Pre-permit (Operational) / Initial Inspection
50129286,SOPHIE'S CUBAN CUISINE,Manhattan,664,AVENUE OF THE AMERICAS,10010,6464846045,2025-07-15T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.741383151339,-73.993890457889,105,03,005400,1015517,1008220080,MN13,"{'type': 'Point', 'coordinates': [-73.993890457889, 40.741383151339]}",11,4,7,10,Chinese/Cuban,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,24,B,2025-07-15T00:00:00.000,Cycle Inspection / Re-inspection
41077320,BAKED,Brooklyn,359,VAN BRUNT STREET,11231,7182220345,2024-05-21T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.676957304313,-74.013342875196,306,38,005300,3008618,3005760002,BK33,"{'type': 'Point', 'coordinates': [-74.013342875196, 40.676957304313]}",14,2,48,7,Bakery Products/Desserts,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",25,,,Cycle Inspection / Initial Inspection
50136878,CREPE HOUSE,Bronx,653,MORRIS PARK AVENUE,10462,7187377566,2023-09-19T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.844918583588,-73.867595612526,211,15,023600,2043412,2040480008,BX37,"{'type': 'Point', 'coordinates': [-73.867595612526, 40.844918583588]}",59,5,32,22,Pancakes/Waffles,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",55,,,Pre-permit (Operational) / Initial Inspection
50169004,CHOSEN EATERY,Brooklyn,1488,FLATBUSH AVENUE,11210,6462677850,2025-06-09T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.634540112677,-73.949508848486,314,45,077000,3121606,3052490001,BK42,"{'type': 'Point', 'coordinates': [-73.949508848486, 40.634540112677]}",60,2,43,26,Caribbean,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,18,N,,Pre-permit (Non-operational) / Initial Inspection
50115791,BROOKLYN WINE CELLAR,Brooklyn,445,ALBEE SQUARE,11201,6465267262,2023-02-15T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.690826232689,-73.98345224546,302,33,001500,3397861,3001497501,BK38,"{'type': 'Point', 'coordinates': [-73.98345224546, 40.690826232689]}",68,2,54,38,American,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",10,A,2023-02-15T00:00:00.000,Cycle Inspection / Initial Inspection
50064110,HAWA SMOOTHIE,Brooklyn,295,BROADWAY,11211,9293379437,2025-07-23T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.708520827398,-73.958163312894,301,34,052500,3388490,3024600027,BK73,"{'type': 'Point', 'coordinates': [-73.958163312894, 40.708520827398]}",36,2,56,30,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",7,A,2025-07-23T00:00:00.000,Cycle Inspection / Re-inspection
50099719,NEW FRESH WOK,Manhattan,1777,1 AVENUE,10128,2128287666,2025-12-11T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.78055785168,-73.946696791777,108,05,015400,1050220,1015540029,MN32,"{'type': 'Point', 'coordinates': [-73.946696791777, 40.78055785168]}",23,4,11,1,Chinese,Violations were cited in the following area(s).,02I,TCS food removed from cold holding or prepared from or combined with ingredients at room temperature not cooled by an approved method to 41 °F or below within 4 hours.,31,,,Cycle Inspection / Initial Inspection
41532950,CARVEL,Brooklyn,4704,AVENUE N,11234,7183389355,2023-04-13T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.618766319242,-73.929615876435,318,46,067400,3220866,3078920041,BK58,"{'type': 'Point', 'coordinates': [-73.929615876435, 40.618766319242]}",5,2,38,8,Frozen Desserts,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,22,,,Cycle Inspection / Initial Inspection
41568650,ANTOJITOS DELI FOOD,Brooklyn,1936,86 STREET,11214,7182341954,2024-01-09T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.605363203162,-73.999546232786,311,38,028400,3166813,3063730047,BK28,"{'type': 'Point', 'coordinates': [-73.999546232786, 40.605363203162]}",1,2,37,45,Spanish,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",20,,,Cycle Inspection / Initial Inspection
50093494,DOMINO'S,Queens,150-13,CROSSBAY BOULEVARD,11417,7187382424,2023-04-04T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.669977109226,-73.842627485149,410,32,008800,4619412,4115440100,QN56,"{'type': 'Point', 'coordinates': [-73.842627485149, 40.669977109226]}",62,3,64,41,Pizza,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,5,A,2023-04-04T00:00:00.000,Cycle Inspection / Initial Inspection
41701345,APANI,Brooklyn,1520,SHEEPSHEAD BAY ROAD,11235,6463631509,2022-12-14T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.587254705661,-73.953681536425,315,48,060600,3323043,3074590096,BK17,"{'type': 'Point', 'coordinates': [-73.953681536425, 40.587254705661]}",32,2,36,15,Eastern European,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,23,B,2022-12-14T00:00:00.000,Cycle Inspection / Re-inspection
50156063,CICCIO CINCIN,Manhattan,681,WASHINGTON STREET,10014,6464163226,2024-08-12T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.733919986987,-74.008493942773,102,03,007500,1011761,1006317502,MN23,"{'type': 'Point', 'coordinates': [-74.008493942773, 40.733919986987]}",57,4,3,10,Fusion,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,,,,Administrative Miscellaneous / Initial Inspection
50036930,REINA DE LA NUBE,Brooklyn,922A,4 AVENUE,11232,7188320200,2023-12-21T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.655285265789,-74.003413018685,307,38,008400,3010242,3006880039,BK32,"{'type': 'Point', 'coordinates': [-74.003413018685, 40.655285265789]}",9,2,45,7,Latin American,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",11,A,2023-12-21T00:00:00.000,Cycle Inspection / Re-inspection
50178103,EL ORIGINAL PUNTO FINAL,Bronx,2368,HOFFMAN STREET,10458,9172952237,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.855321885296,-73.889043814866,206,15,039100,2011888,2030650027,BX06,"{'type': 'Point', 'coordinates': [-73.889043814866, 40.855321885296]}",35,5,31,22,,,,,,,,
41312223,FRESH & CO,Manhattan,200,WEST   57 STREET,10019,2125137374,2026-03-24T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.765620601665,-73.980314527962,105,04,013700,1024896,1010280033,MN17,"{'type': 'Point', 'coordinates': [-73.980314527962, 40.765620601665]}",11,4,10,51,American,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,21,,,Cycle Inspection / Initial Inspection
50153295,RESERVE CUT,Manhattan,109,EAST   56 STREET,10022,3477766985,2026-02-19T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.760694446729,-73.970670715753,105,04,011203,1036867,1013110005,MN19,"{'type': 'Point', 'coordinates': [-73.970670715753, 40.760694446729]}",11,4,10,51,Jewish/Kosher,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",41,N,,Cycle Inspection / Initial Inspection
50133384,BITES OF XI'AN,Manhattan,555,8 AVENUE,10018,2128401222,2025-01-07T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.754470044211,-73.99181383681,104,03,011100,1013623,1007610037,MN13,"{'type': 'Point', 'coordinates': [-73.99181383681, 40.754470044211]}",12,4,8,10,Chinese,Violations were cited in the following area(s).,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",27,,,Cycle Inspection / Initial Inspection
50124376,HEY THAI,Manhattan,127,JOHN STREET,10038,6466504823,2025-06-04T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.707210846466,-74.005316497796,101,01,001502,1001163,1000750001,MN25,"{'type': 'Point', 'coordinates': [-74.005316497796, 40.707210846466]}",56,4,1,32,Thai,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,65,C,2025-06-04T00:00:00.000,Cycle Inspection / Re-inspection
50104164,BNY Exec. Dining Hall (16thfloor),Manhattan,240,E GREENWICH ST,10007,2128152250,2022-06-07T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.714047602658,-74.011611647628,101,01,002100,,1,MN24,"{'type': 'Point', 'coordinates': [-74.011611647628, 40.714047602658]}",56,4,1,32,American,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4,A,2022-06-07T00:00:00.000,Pre-permit (Operational) / Initial Inspection
